template,climate_zone_set,operation_type,intended_surface_type,standards_construction_type,building_category,construction,orientation,minimum_percent_of_surface,maximum_percent_of_surface,assembly_maximum_u_value,u_value_includes_interior_film_coefficient,u_value_includes_exterior_film_coefficient,assembly_maximum_f_factor,assembly_maximum_c_factor,assembly_maximum_solar_heat_gain_coefficient,assembly_minimum_vt_shgc,notes
90.1-2016,ClimateZone 5,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Residential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,ExteriorWindow,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,ExteriorWindow,Weighted StripMall 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,ExteriorWindow,Weighted Warehouse 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,ExteriorWindow,Weighted Warehouse 90.1-2016,Semiheated,U 0.62 SHGC 0.45 Simple Glazing Window,,,,0.62,True,True,,,0.45,,
90.1-2016,ClimateZone 5,,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.44 SHGC 0.26 Dbl Ref-B-H Clr 6mm/13mm Air,,,,0.5,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Metal framing (entrance door),Residential,U 0.44 SHGC 0.26 Dbl Ref-B-H Clr 6mm/13mm Air,,,,0.5,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Metal framing (entrance door),Semiheated,U 0.67 SHGC 0.77 Sgl LoE (e2-.2) Clr 3mm,,,,0.7,True,True,,,,,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted HighriseApartment 90.1-2016,Residential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted Hospital 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted Hospital 90.1-2016,Residential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted LargeHotel 90.1-2016,Residential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted MidriseApartment 90.1-2016,Residential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted Outpatient 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted Retail 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted SmallHotel 90.1-2016,Residential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted StripMall 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted Warehouse 90.1-2016,Nonresidential,U 0.38 SHGC 0.38 Simple Glazing Window,,,,0.38,True,True,,,0.38,1.1,
90.1-2016,ClimateZone 5,,GlassDoor,Weighted Warehouse 90.1-2016,Semiheated,U 0.62 SHGC 0.45 Simple Glazing Window,,,,0.62,True,True,,,0.45,,
90.1-2016,ClimateZone 5,,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,0.688,,,,
90.1-2016,ClimateZone 5,,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.688,,,,
90.1-2016,ClimateZone 5,,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.9,,,,
90.1-2016,ClimateZone 5,,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 5,,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,0.52,,,,
90.1-2016,ClimateZone 5,,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.51,,,,
90.1-2016,ClimateZone 5,,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.73,,,,
90.1-2016,ClimateZone 5,,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,True,True,,0.119,,,
90.1-2016,ClimateZone 5,,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,True,True,,0.092,,,
90.1-2016,ClimateZone 5,,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,True,True,,1.14,,,
90.1-2016,ClimateZone 5,,Skylight,Glass with Curb,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 5,,Skylight,Glass with Curb,Residential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 5,,Skylight,Glass with Curb,Semiheated,U 0.98 SHGC 0.55 Simple Glazing Skylight,,,,0.98,True,True,,,,,
90.1-2016,ClimateZone 5,,Skylight,Plastic with Curb,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 5,,Skylight,Plastic with Curb,Residential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 5,,Skylight,Plastic with Curb,Semiheated,U 0.98 SHGC 0.55 Simple Glazing Skylight,,,,0.98,True,True,,,,,
90.1-2016,ClimateZone 5,,Skylight,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 5,,Skylight,Weighted Retail 90.1-2016,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 5,,Skylight,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 5,,Skylight,Weighted Warehouse 90.1-2016,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Window,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 5,,Skylight,Weighted Warehouse 90.1-2016,Semiheated,U 0.98 SHGC 0.55 Simple Glazing Window,,,,0.98,True,True,,,0.55,0.55,
90.1-2016,ClimateZone 5,,Skylight,Without Curb,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 5,,Skylight,Without Curb,Residential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 5,,Skylight,Without Curb,Semiheated,U 0.98 SHGC 0.55 Simple Glazing Skylight,,,,0.98,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorDoor,NonSwinging,Nonresidential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 6,,ExteriorDoor,NonSwinging,Residential,Typical Overhead Door,,,,0.31,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 6,,ExteriorDoor,NonSwinging,Semiheated,Typical Overhead Door,,,,0.36,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 6,,ExteriorDoor,Swinging,Nonresidential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 6,,ExteriorDoor,Swinging,Residential,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 6,,ExteriorDoor,Swinging,Semiheated,Typical Insulated Metal Door,,,,0.37,True,True,,,,,Exceptions 1. and 2. from Section 5.5.3.6 is not captured in this table
90.1-2016,ClimateZone 6,,ExteriorFloor,Mass,Adiabatic,Adiabatic ExteriorFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 6,,ExteriorFloor,Mass,Nonresidential,Typical Insulated Exterior Mass Floor,,,,0.051,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorFloor,Mass,Residential,Typical Insulated Exterior Mass Floor,,,,0.051,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorFloor,Mass,Semiheated,Typical Insulated Exterior Mass Floor,,,,0.087,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorFloor,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Floor,,,,0.032,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorFloor,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Floor,,,,0.032,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorFloor,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Floor,,,,0.052,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorFloor,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorFloor,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Floor,,,,0.027,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorFloor,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Floor,,,,0.051,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorRoof,Attic and Other,Adiabatic,Adiabatic Roof,,,0.0,,,,,,,,
90.1-2016,ClimateZone 6,,ExteriorRoof,Attic and Other,Nonresidential,Typical Wood Joist Attic Floor,,,,0.021,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorRoof,Attic and Other,Residential,Typical Wood Joist Attic Floor,,,,0.021,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorRoof,Attic and Other,Semiheated,Typical Wood Joist Attic Floor,,,,0.034,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorRoof,IEAD,Nonresidential,Typical IEAD Roof,,,,0.032,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorRoof,IEAD,Residential,Typical IEAD Roof,,,,0.032,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorRoof,IEAD,Semiheated,Typical IEAD Roof,,,,0.063,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorRoof,Metal Building,Nonresidential,Typical Insulated Metal Building Roof,,,,0.031,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorRoof,Metal Building,Residential,Typical Insulated Metal Building Roof,,,,0.029,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorRoof,Metal Building,Semiheated,Typical Insulated Metal Building Roof,,,,0.06,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,Mass,Adiabatic,Adiabatic Wall,,,0.0,,,,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,Mass,Nonresidential,Typical Insulated Exterior Mass Wall,,,,0.08,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,Mass,Residential,Typical Insulated Exterior Mass Wall,,,,0.071,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,Mass,Semiheated,Typical Insulated Exterior Mass Wall,,,,0.151,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,Metal Building,Nonresidential,Typical Insulated Metal Building Wall,,,,0.05,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,Metal Building,Residential,Typical Insulated Metal Building Wall,,,,0.05,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,Metal Building,Semiheated,Typical Insulated Metal Building Wall,,,,0.094,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,SteelFramed,Nonresidential,Typical Insulated Steel Framed Exterior Wall,,,,0.049,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,SteelFramed,Residential,Typical Insulated Steel Framed Exterior Wall,,,,0.049,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,SteelFramed,Semiheated,Typical Insulated Steel Framed Exterior Wall,,,,0.084,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,WoodFramed,Nonresidential,Typical Insulated Wood Framed Exterior Wall,,,,0.051,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,WoodFramed,Residential,Typical Insulated Wood Framed Exterior Wall,,,,0.051,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWall,WoodFramed,Semiheated,Typical Insulated Wood Framed Exterior Wall,,,,0.089,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWindow,Metal framing (all other),Nonresidential,U 0.68 SHGC 0.4 Simple Glazing Window,,,,0.68,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Metal framing (all other),Residential,U 0.68 SHGC 0.4 Simple Glazing Window,,,,0.68,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Metal framing (all other),Semiheated,U 0.77 SHGC 0.45 Simple Glazing Window,,,,0.77,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWindow,Metal framing (curtainwall/storefront),Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Metal framing (curtainwall/storefront),Residential,U 0.36 SHGC 0.4 Simple Glazing Window,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Metal framing (curtainwall/storefront),Semiheated,U 0.51 SHGC 0.45 Simple Glazing Window,,,,0.51,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWindow,Nonmetal framing (all),Nonresidential,U 0.3 SHGC 0.4 Simple Glazing Window,,,,0.3,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Nonmetal framing (all),Residential,U 0.3 SHGC 0.4 Simple Glazing Window,,,,0.3,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Nonmetal framing (all),Semiheated,U 0.45 SHGC 0.45 Simple Glazing Window,,,,0.45,True,True,,,,,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted HighriseApartment 90.1-2016,Residential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted Hospital 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted Hospital 90.1-2016,Residential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted LargeHotel 90.1-2016,Residential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted MidriseApartment 90.1-2016,Residential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted Outpatient 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted Retail 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted SmallHotel 90.1-2016,Residential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted StripMall 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted Warehouse 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,ExteriorWindow,Weighted Warehouse 90.1-2016,Semiheated,U 0.51 SHGC 0.45 Simple Glazing Window,,,,0.51,True,True,,,0.45,,
90.1-2016,ClimateZone 6,,GlassDoor,Metal framing (entrance door),Nonresidential,U 0.44 SHGC 0.26 Dbl Ref-B-H Clr 6mm/13mm Air,,,,0.5,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Metal framing (entrance door),Residential,U 0.44 SHGC 0.26 Dbl Ref-B-H Clr 6mm/13mm Air,,,,0.5,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Metal framing (entrance door),Semiheated,U 0.57 SHGC 0.49 Dbl Blue 6mm/6mm Air,,,,0.59,True,True,,,,,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted FullServiceRestaurant 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted HighriseApartment 90.1-2016,Residential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted Hospital 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted Hospital 90.1-2016,Residential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted LargeHotel 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted LargeHotel 90.1-2016,Residential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted LargeOffice 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted MediumOffice 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted MidriseApartment 90.1-2016,Residential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted Outpatient 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted PrimarySchool 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted QuickServiceRestaurant 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted Retail 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted SecondarySchool 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted SmallHotel 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted SmallHotel 90.1-2016,Residential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted SmallOffice 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted StripMall 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted Warehouse 90.1-2016,Nonresidential,U 0.36 SHGC 0.4 Simple Glazing Window Weighted,,,,0.36,True,True,,,0.4,1.1,
90.1-2016,ClimateZone 6,,GlassDoor,Weighted Warehouse 90.1-2016,Semiheated,U 0.51 SHGC 0.45 Simple Glazing Window,,,,0.51,True,True,,,0.45,,
90.1-2016,ClimateZone 6,,GroundContactFloor,Heated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,0.688,,,,
90.1-2016,ClimateZone 6,,GroundContactFloor,Heated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.671,,,,
90.1-2016,ClimateZone 6,,GroundContactFloor,Heated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.86,,,,
90.1-2016,ClimateZone 6,,GroundContactFloor,Unheated,Adiabatic,Adiabatic GroundContactFloor,,,0.0,,,,,,,,
90.1-2016,ClimateZone 6,,GroundContactFloor,Unheated,Nonresidential,Typical Insulated Carpeted 8in Slab Floor,,,,,True,True,0.51,,,,
90.1-2016,ClimateZone 6,,GroundContactFloor,Unheated,Residential,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.434,,,,
90.1-2016,ClimateZone 6,,GroundContactFloor,Unheated,Semiheated,Typical Insulated Carpeted 6in Slab Floor,,,,,True,True,0.73,,,,
90.1-2016,ClimateZone 6,,GroundContactWall,Mass,Nonresidential,Typical Insulated Basement Mass Wall,,,,,True,True,,0.092,,,
90.1-2016,ClimateZone 6,,GroundContactWall,Mass,Residential,Typical Insulated Basement Mass Wall,,,,,True,True,,0.063,,,
90.1-2016,ClimateZone 6,,GroundContactWall,Mass,Semiheated,Typical Insulated Basement Mass Wall,,,,,True,True,,0.119,,,
90.1-2016,ClimateZone 6,,Skylight,Glass with Curb,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 6,,Skylight,Glass with Curb,Residential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 6,,Skylight,Glass with Curb,Semiheated,U 0.85 SHGC 0.55 Simple Glazing Skylight,,,,0.85,True,True,,,,,
90.1-2016,ClimateZone 6,,Skylight,Plastic with Curb,Nonresidential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
90.1-2016,ClimateZone 6,,Skylight,Plastic with Curb,Residential,U 0.5 SHGC 0.4 Simple Glazing Skylight,,,,0.5,True,True,,,0.4,,
